id,ward_num,num_beds,num_baths,has_den,size_group,has_parking,property_orientation,days_on_market,building_age,monthly_maintenance_fee,listing_price,latitude,longitude
951947,10,1.0,1,False,0,True,E,8.0,4,336.0,460000.0,43.67174600054171,-79.41135690624286
469911,13,1.0,1,True,2,True,S,3.0,2,651.0,590000.0,43.64698785334184,-79.37388861008994
771471,10,2.0,2,False,2,True,S,29.0,13,1004.0,1690000.0,43.67346295414949,-79.39127667702509
779111,10,1.0,1,False,1,True,S,3.0,3,520.0,733000.0,43.65584751593931,-79.40675067277306
174805,10,2.0,3,True,4,True,E,1.0,29,2006.0,1704000.0,43.655167785960025,-79.3887563612674
303409,10,1.0,1,False,1,False,S,7.0,7,518.0,527000.0,43.68572445422511,-79.38123037347167
711408,11,2.0,3,False,1,False,S,24.0,33,914.0,813000.0,43.67179715640354,-79.37202243292847
592941,13,1.0,1,False,1,True,S,0.0,0,709.0,946000.0,43.64993572996158,-79.38106786743404
618168,10,1.0,1,False,1,True,S,12.0,13,643.0,813000.0,43.67117940908504,-79.42831511327837
139005,10,1.0,1,True,1,True,N,6.0,0,596.0,724000.0,43.68109679986046,-79.38111504744712
708213,13,1.0,1,False,1,True,W,5.0,7,651.0,802000.0,43.64480445758828,-79.39099447671066
974613,10,2.0,2,True,2,False,S,13.0,1,1226.0,1524000.0,43.68898431932283,-79.38422520636273
239909,13,2.0,3,True,3,True,S,6.0,2,2374.0,1469000.0,43.64707769934486,-79.3566048145097
172197,11,1.0,1,False,1,True,W,0.0,9,584.0,660000.0,43.6665967378191,-79.36952246398
941879,10,3.0,2,False,5,True,S,16.0,48,1580.0,2272000.0,43.674441716334734,-79.40963031690251
169171,10,3.0,3,True,11,False,W,12.0,2,3448.0,2632000.0,43.67159432311517,-79.38285187249843
274144,10,1.0,1,True,1,False,S,11.0,6,851.0,1033000.0,43.67129025066512,-79.4207428107089
722500,13,1.0,1,False,0,True,N,7.0,2,356.0,388000.0,43.64462043409064,-79.39570187405747
775783,10,3.0,2,False,1,True,N,1.0,0,542.0,673000.0,43.64996134368655,-79.42011185027283
808030,11,2.0,2,True,1,False,E,12.0,6,507.0,819000.0,43.6617888531698,-79.38096601367764
689006,11,2.0,2,False,3,False,S,2.0,19,807.0,1067000.0,43.650105625690585,-79.37564257718202
224721,13,2.0,2,True,0,False,S,0.0,8,402.0,621000.0,43.63951731547103,-79.39510314535787
441180,10,1.0,1,True,1,True,N,8.0,2,640.0,805000.0,43.66012365279468,-79.38376471466324
240676,10,0.0,1,False,1,False,S,18.0,5,410.0,496000.0,43.67512915065283,-79.38172610522633
400697,11,2.0,2,False,1,False,S,67.0,17,1047.0,1244000.0,43.65330938834428,-79.36001187030396
516573,13,0.0,1,False,0,False,N,0.0,2,263.0,399000.0,43.64459067825688,-79.39499281861929
788780,10,2.0,2,False,2,True,E,49.0,48,1879.0,1337000.0,43.6915851997822,-79.37573279040772
365751,13,2.0,2,False,2,False,N,3.0,1,1341.0,1434000.0,43.64388578776812,-79.41893167257518
928049,11,2.0,2,False,3,True,E,0.0,34,1614.0,2066000.0,43.64761004409418,-79.37750435591812
422861,13,1.0,1,False,0,False,N,9.0,7,332.0,466000.0,43.652035509940816,-79.34953723029138
322852,13,1.0,1,True,1,True,E,22.0,1,522.0,769000.0,43.64859258399439,-79.41703128173197
788493,11,2.0,2,False,1,True,W,22.0,0,591.0,883000.0,43.65904686026945,-79.3777861470635
189987,13,1.0,2,True,1,False,E,4.0,18,801.0,941000.0,43.63722450010925,-79.41681379743558
656228,10,2.0,2,False,1,True,N,22.0,13,769.0,659000.0,43.69052196034522,-79.36599280576843
163374,13,2.0,3,False,0,False,S,34.0,17,390.0,449000.0,43.63384510168594,-79.4118695805067
910741,11,1.0,1,False,1,False,N,37.0,5,567.0,714000.0,43.65933220422192,-79.35511313041988
283148,10,1.0,1,False,1,True,W,7.0,11,397.0,483000.0,43.657264835636106,-79.40171157143125
290634,13,3.0,2,False,4,False,S,23.0,26,1791.0,2170000.0,43.65052476918207,-79.39461310237844
825876,10,1.0,1,True,1,True,S,12.0,1,747.0,585000.0,43.68623127071293,-79.36368732258624
929461,13,1.0,1,True,1,False,S,5.0,11,280.0,466000.0,43.64984533553076,-79.38208308710104
985101,10,1.0,1,False,0,False,E,43.0,0,492.0,612000.0,43.6712930398365,-79.39000771208133
543804,13,1.0,1,True,1,False,N,20.0,13,426.0,550000.0,43.64559766993633,-79.41468555485666
226619,10,2.0,2,True,1,False,S,46.0,2,850.0,851000.0,43.66377438634603,-79.42442986249382
938201,13,1.0,1,True,0,False,S,23.0,20,407.0,438000.0,43.63888135286564,-79.41509523909293
310040,13,2.0,2,True,2,True,E,16.0,33,1058.0,934000.0,43.6463641123176,-79.38965900340112
685512,13,3.0,2,False,1,False,S,6.0,3,546.0,812000.0,43.64599908506498,-79.36139407988317
344592,10,0.0,1,False,1,False,S,3.0,0,458.0,523000.0,43.679749763306006,-79.38232019015003
429013,13,2.0,2,False,1,False,W,6.0,28,588.0,779000.0,43.638225335999806,-79.39682598370003
376024,11,2.0,2,False,3,False,N,2.0,6,1417.0,2032000.0,43.65751758097692,-79.37257011218844
263296,13,1.0,1,False,1,True,S,6.0,11,415.0,507000.0,43.641564268192745,-79.39806204352861
380637,10,1.0,1,True,1,True,N,15.0,11,509.0,873000.0,43.68302095548962,-79.38207002104586
960375,13,2.0,3,False,3,False,W,1.0,15,999.0,1347000.0,43.640700236156206,-79.40114201749135
349843,10,2.0,2,False,1,False,W,15.0,21,853.0,806000.0,43.680275996267255,-79.38113300752501
527036,10,1.0,1,True,1,True,E,13.0,1,597.0,947000.0,43.691784852464096,-79.37895953456506
208249,11,1.0,1,True,1,True,W,4.0,16,552.0,796000.0,43.66523654758431,-79.36608761588745
866942,11,1.0,1,False,1,True,S,17.0,4,529.0,652000.0,43.652430443439584,-79.371052959416
850075,10,3.0,2,False,2,False,W,1.0,5,865.0,1154000.0,43.65981445575656,-79.39459847298288
727561,11,2.0,1,False,4,True,S,4.0,7,1530.0,2350000.0,43.65991755408012,-79.36393544141103
207176,13,0.0,1,False,0,True,N,12.0,7,348.0,396000.0,43.63401976083247,-79.4157651135108
437454,10,2.0,2,False,0,True,S,4.0,30,407.0,510000.0,43.65921656630576,-79.42200279550826
801874,10,2.0,2,False,1,False,S,1.0,7,549.0,685000.0,43.66455461480136,-79.40301777234053
142497,11,2.0,2,False,2,True,S,5.0,14,944.0,1195000.0,43.66501420023568,-79.36512928569016
321669,13,2.0,2,True,2,False,S,20.0,6,1260.0,1417000.0,43.63401877289057,-79.41660748196246
967087,10,2.0,2,False,3,True,S,35.0,29,1160.0,1389000.0,43.66671894440527,-79.4059770380655
718167,10,1.0,1,True,1,True,S,27.0,4,521.0,762000.0,43.676381526371465,-79.38704187430054
530528,13,2.0,2,False,1,False,S,13.0,2,733.0,979000.0,43.648732748231794,-79.39160958811004
217231,11,1.0,1,False,1,True,S,10.0,14,568.0,761000.0,43.66937539181747,-79.36801130122156
828052,13,1.0,1,False,1,True,E,0.0,10,622.0,667000.0,43.648357789573694,-79.40420949728329
840526,13,2.0,3,False,1,True,W,9.0,26,549.0,714000.0,43.63011566232952,-79.41241346110034
241095,10,1.0,1,False,1,True,N,13.0,2,321.0,433000.0,43.66025045096681,-79.4005604721686
481217,13,1.0,1,False,0,False,S,1.0,15,339.0,382000.0,43.63827268849535,-79.39521308128933
499395,10,0.0,1,False,1,False,S,30.0,25,390.0,597000.0,43.688176735576704,-79.37378270040163
347831,13,0.0,1,False,1,False,N,25.0,25,508.0,547000.0,43.63055837064328,-79.4275892693706
647558,10,2.0,2,True,2,True,S,23.0,13,1203.0,1262000.0,43.657280700706586,-79.42097938250654
929027,11,1.0,1,True,1,False,S,16.0,14,439.0,564000.0,43.64858657325968,-79.37563136626
389740,10,1.0,1,True,2,False,W,16.0,3,653.0,897000.0,43.66644094545747,-79.39532553476175
850594,10,2.0,2,False,1,False,E,16.0,1,820.0,749000.0,43.69148849187588,-79.38347304430161
962218,11,2.0,3,True,2,True,N,4.0,23,736.0,862000.0,43.646621143556175,-79.37869941046088
671798,11,1.0,1,True,2,False,S,9.0,1,748.0,1186000.0,43.66793345879561,-79.36729682252567
657065,11,2.0,2,False,1,True,N,2.0,1,451.0,567000.0,43.66404423222158,-79.3841758689196
564085,10,1.0,1,True,0,False,N,11.0,16,408.0,596000.0,43.65478782889491,-79.39926954987469
639669,13,1.0,1,True,0,True,S,9.0,5,844.0,595000.0,43.64585041838728,-79.3716893787752
907521,10,2.0,2,False,1,True,N,6.0,19,992.0,1263000.0,43.656694717016656,-79.3872455480961
220335,10,1.0,1,False,0,False,S,20.0,2,314.0,452000.0,43.660631459224255,-79.4140662615378
882742,10,3.0,2,False,4,True,E,3.0,9,3425.0,3208000.0,43.6613273035968,-79.40109368434987
357299,10,1.0,1,False,0,True,N,5.0,6,376.0,502000.0,43.67681195696289,-79.37363582627336
372368,13,1.0,1,True,1,True,S,5.0,33,600.0,953000.0,43.63163809286864,-79.4130188073636
361143,13,1.0,1,False,1,False,S,8.0,8,579.0,986000.0,43.64715484600697,-79.41436116659683
469318,11,2.0,1,True,2,False,N,6.0,3,1140.0,1444000.0,43.6583981447772,-79.35470021643894
610184,11,1.0,1,False,0,False,N,2.0,9,385.0,458000.0,43.65901914252412,-79.37487778914033
702165,10,1.0,1,True,0,False,S,16.0,15,603.0,566000.0,43.67654167464483,-79.37241857879567
475379,10,2.0,3,False,0,True,W,7.0,5,791.0,703000.0,43.674931906188576,-79.37022177003135
363062,11,1.0,1,False,1,True,E,15.0,4,479.0,657000.0,43.65321805854335,-79.37826776403776
153497,13,1.0,1,True,1,True,S,6.0,0,536.0,800000.0,43.62095141888257,-79.39520970464983
815359,11,0.0,1,False,1,False,N,23.0,6,433.0,581000.0,43.66166136802207,-79.37978695637554
511470,13,2.0,1,False,0,True,W,6.0,2,498.0,580000.0,43.63955214282252,-79.38274345862048
500460,10,1.0,1,True,1,True,E,17.0,2,464.0,647000.0,43.65524189778294,-79.41934390383267
662164,10,1.0,1,False,1,True,N,3.0,4,827.0,970000.0,43.67148211715864,-79.4013231241692
369936,11,2.0,2,False,1,False,E,7.0,7,1215.0,1082000.0,43.65375595046582,-79.37044865525728
903188,11,3.0,2,False,2,False,S,19.0,1,934.0,1388000.0,43.6522482885673,-79.37407138970569
255728,13,1.0,1,True,0,True,N,15.0,17,567.0,513000.0,43.65443058762792,-79.38918839067023
342652,10,1.0,1,True,2,True,E,5.0,11,1006.0,995000.0,43.653050414698576,-79.4137017025067
708272,13,2.0,2,True,3,True,W,9.0,0,2045.0,2102000.0,43.63875923917704,-79.39303951031567
130875,10,1.0,1,True,1,True,N,14.0,9,562.0,724000.0,43.66064923715426,-79.40584872537607
846361,10,1.0,1,False,1,False,E,12.0,8,568.0,847000.0,43.67392508441981,-79.3841119312186
789370,10,3.0,2,False,3,False,W,14.0,1,1568.0,1767000.0,43.68430588958516,-79.38783305143994
145748,10,1.0,1,False,0,True,N,16.0,7,282.0,434000.0,43.67621632238039,-79.37060288449906
583990,10,1.0,1,False,1,True,W,38.0,3,538.0,667000.0,43.65566378367512,-79.42051300844076
716063,10,1.0,1,False,0,False,E,2.0,5,430.0,635000.0,43.66164939073091,-79.41875521478683
769897,10,1.0,1,False,1,False,N,2.0,4,536.0,511000.0,43.68040388965021,-79.38098055369035
996835,10,1.0,1,False,1,True,W,14.0,9,350.0,562000.0,43.68906800141683,-79.38724718715521
891425,13,1.0,1,True,2,False,N,2.0,1,815.0,966000.0,43.64450220351816,-79.38371597714092
240112,13,2.0,2,False,1,True,S,7.0,10,441.0,597000.0,43.64363392987043,-79.39566776755903
754069,11,3.0,3,False,4,True,S,4.0,4,1649.0,2309000.0,43.67175808289046,-79.37070406256733
104292,11,1.0,1,False,1,True,N,10.0,10,472.0,565000.0,43.66439236713097,-79.37041557942335
711482,10,0.0,1,False,0,True,S,11.0,1,347.0,467000.0,43.66098578210835,-79.38882587326835
891573,11,2.0,3,False,3,False,S,6.0,10,1022.0,1603000.0,43.65357935702363,-79.36379810805136
349403,10,2.0,3,False,0,False,N,19.0,27,410.0,515000.0,43.66778655374879,-79.4002427925552
114341,10,3.0,3,False,6,False,S,5.0,2,2773.0,2522000.0,43.68372496961093,-79.38739888795821
892774,13,1.0,1,False,1,True,W,5.0,4,546.0,592000.0,43.6442981925796,-79.36949073003187
188092,13,1.0,1,False,0,False,N,16.0,17,245.0,382000.0,43.6478503078678,-79.40744736640283
729316,10,1.0,1,True,1,True,N,0.0,4,681.0,1012000.0,43.67287926338733,-79.38968867719915
324694,10,1.0,1,False,0,True,S,0.0,16,322.0,484000.0,43.66723283304334,-79.4125605409841
366059,13,2.0,2,False,0,True,W,38.0,11,343.0,488000.0,43.64080119297462,-79.40588295269686
157361,13,2.0,3,False,0,True,W,14.0,7,345.0,425000.0,43.64537862969152,-79.39783254982677
557232,13,3.0,3,False,1,False,N,2.0,7,611.0,631000.0,43.635540209587774,-79.40243363053914
602579,11,2.0,2,True,1,False,S,17.0,19,911.0,798000.0,43.66232114422895,-79.36990851448331
689325,11,2.0,2,False,1,False,N,29.0,0,860.0,787000.0,43.66052634265193,-79.36713436636359
829370,10,2.0,2,False,1,True,E,8.0,11,1193.0,1143000.0,43.66143856069641,-79.42411528818691
947142,11,2.0,1,False,5,False,E,19.0,1,1651.0,2292000.0,43.66127437723603,-79.3709163260622
337351,10,2.0,2,False,1,True,N,16.0,5,693.0,675000.0,43.66611250748956,-79.4127591006478
277662,10,2.0,2,False,1,True,N,14.0,8,684.0,784000.0,43.68260349798339,-79.37499065952606
304792,10,1.0,1,True,1,True,E,7.0,11,548.0,660000.0,43.657843545616686,-79.38704532527925
208509,10,1.0,1,True,0,False,S,26.0,3,481.0,513000.0,43.65945321073687,-79.41730789895207
856867,13,1.0,1,False,1,True,W,3.0,9,371.0,549000.0,43.63016264094776,-79.42645096805394
254082,10,1.0,1,False,1,True,S,1.0,7,465.0,554000.0,43.66668496252624,-79.40727880848054
461931,10,1.0,1,False,0,True,E,37.0,4,378.0,462000.0,43.65271439184512,-79.4211266302464
804735,11,3.0,2,False,1,False,S,17.0,1,785.0,947000.0,43.65771627949633,-79.36032196345997
677418,13,1.0,1,True,0,False,S,4.0,7,487.0,582000.0,43.64829377035655,-79.38022004278953
547539,10,1.0,1,True,1,True,S,59.0,15,361.0,556000.0,43.684478177981255,-79.38152287304104
546143,13,2.0,2,False,0,True,S,7.0,27,546.0,481000.0,43.63910219881331,-79.39020783618328
212016,10,1.0,1,False,1,True,W,12.0,2,327.0,438000.0,43.656931230301616,-79.38274439903401
513347,13,2.0,2,False,1,True,W,4.0,14,406.0,429000.0,43.640815322971214,-79.4176173150002
324249,11,1.0,1,True,2,False,N,1.0,8,804.0,1260000.0,43.653208022849846,-79.35282609595984
100794,10,1.0,1,False,0,False,S,17.0,0,628.0,466000.0,43.67229155763189,-79.3796347604845
183865,11,3.0,3,False,2,True,S,5.0,0,1273.0,1209000.0,43.67063371364574,-79.3631304328548
735284,13,1.0,1,True,1,False,N,3.0,12,670.0,868000.0,43.6491891096982,-79.3655187431525
658907,13,1.0,1,True,1,True,N,13.0,16,705.0,700000.0,43.63738424831724,-79.3910177680039
332068,11,2.0,2,False,1,True,N,16.0,19,471.0,614000.0,43.66145776975981,-79.35868433269019
580708,10,2.0,2,False,2,True,N,10.0,2,698.0,974000.0,43.67565738388075,-79.40353345854204
340283,10,1.0,1,True,1,True,E,12.0,0,422.0,743000.0,43.676656288606615,-79.38938291139304
864427,13,2.0,2,False,2,False,N,13.0,1,1829.0,1896000.0,43.64875174598201,-79.39203961499621
324014,13,1.0,1,True,1,True,N,20.0,26,477.0,881000.0,43.64465431306364,-79.41158834529142
833810,13,2.0,2,False,1,True,N,2.0,18,557.0,586000.0,43.64200007904223,-79.39919154455805
106771,13,3.0,2,False,2,False,S,16.0,6,734.0,977000.0,43.64475247279676,-79.3842507410183
460592,13,1.0,1,False,0,True,S,16.0,2,828.0,572000.0,43.63846724151314,-79.41975988504437
105578,13,1.0,1,False,0,True,W,33.0,8,284.0,332000.0,43.64892030387668,-79.40968734848676
130793,11,1.0,1,True,0,False,W,26.0,25,826.0,707000.0,43.64959571620021,-79.37226407016766
665041,10,1.0,1,False,1,True,S,1.0,3,378.0,549000.0,43.68140251058807,-79.38921774201218
657261,13,2.0,2,False,1,False,E,74.0,3,521.0,638000.0,43.63781396135163,-79.41920987847611
905193,10,1.0,1,False,1,False,E,25.0,2,419.0,626000.0,43.67392991824634,-79.38102779847736
907872,10,2.0,2,False,2,True,N,1.0,37,1018.0,1223000.0,43.6779906428348,-79.37350689512186
545777,10,1.0,1,False,1,False,N,11.0,2,463.0,698000.0,43.66200926154989,-79.406521397361
532982,11,0.0,1,False,1,False,W,0.0,8,466.0,470000.0,43.6585390517637,-79.37849484865205
699481,13,2.0,2,True,4,False,S,19.0,0,1772.0,2155000.0,43.63814429153306,-79.40862131098571
659574,13,3.0,2,False,1,True,S,83.0,2,554.0,900000.0,43.63999377531898,-79.3842745040361
561703,10,2.0,1,True,3,True,E,21.0,12,1257.0,1739000.0,43.67006259226806,-79.40107274784017
852954,10,1.0,1,False,1,True,N,3.0,11,603.0,728000.0,43.6891973148342,-79.3712869950954
906725,11,1.0,1,True,1,True,S,6.0,25,730.0,881000.0,43.672126040290536,-79.37210957508945
133281,11,3.0,2,False,4,True,N,5.0,0,1364.0,1749000.0,43.66949535073759,-79.3647102863036
424623,10,2.0,3,True,4,True,W,30.0,1,2190.0,2382000.0,43.66141913856485,-79.40492224995029
851941,10,2.0,2,True,1,True,S,27.0,19,830.0,729000.0,43.6886497845332,-79.38199982896056
602148,13,2.0,2,False,2,False,W,38.0,8,740.0,1194000.0,43.6279713809015,-79.4208565836179
800235,10,2.0,3,False,1,True,S,12.0,8,708.0,830000.0,43.673747259097865,-79.36582443975092
726713,11,0.0,1,False,0,True,S,11.0,2,585.0,545000.0,43.66145375369656,-79.35670057572563
897126,10,1.0,1,True,0,False,N,1.0,5,346.0,591000.0,43.666350148138186,-79.39477231553239
625152,10,1.0,1,True,1,False,W,20.0,7,530.0,651000.0,43.68285802065799,-79.36598961008906
247557,13,2.0,2,False,1,False,E,15.0,6,539.0,637000.0,43.64609065241357,-79.40428153788885
631080,10,1.0,1,False,0,True,N,13.0,15,360.0,545000.0,43.672119662644285,-79.3617357008003
362348,10,3.0,3,False,1,True,N,6.0,12,640.0,767000.0,43.67374257518381,-79.36938842529264
260156,10,3.0,3,True,4,True,S,11.0,0,2631.0,2573000.0,43.69396483578241,-79.37973734948102
118688,13,1.0,1,True,1,True,S,2.0,3,709.0,796000.0,43.631269946688704,-79.41644858584813
601878,13,1.0,1,False,1,False,S,9.0,9,404.0,575000.0,43.636275394409424,-79.42355903509497
900352,11,1.0,1,True,1,True,N,3.0,3,511.0,658000.0,43.6592029298596,-79.36062840157635
819121,13,2.0,2,True,0,False,W,2.0,1,396.0,598000.0,43.64514043632578,-79.36538126009548
502339,11,1.0,1,True,1,True,S,11.0,14,561.0,635000.0,43.66899114873468,-79.38346739684627
510723,10,0.0,1,False,0,False,S,14.0,1,371.0,472000.0,43.68356357411242,-79.37503144291131
324308,13,3.0,3,False,1,True,N,39.0,17,873.0,981000.0,43.653264828892524,-79.39467372128665
749406,11,1.0,1,True,1,True,E,29.0,4,526.0,552000.0,43.65970667092876,-79.37387198539369
959694,10,0.0,1,False,1,True,W,5.0,4,414.0,576000.0,43.65862870277922,-79.39253538450025
326628,11,2.0,2,False,1,False,E,2.0,3,722.0,1041000.0,43.657021089811046,-79.37614560304249
342580,13,1.0,1,False,1,False,N,57.0,1,418.0,625000.0,43.64605551109007,-79.37066948587537
177438,10,1.0,1,True,1,True,E,30.0,1,497.0,700000.0,43.68130927715275,-79.3687159736261
144644,10,1.0,2,True,1,True,E,27.0,8,720.0,856000.0,43.65445352044771,-79.40866190169172
228101,13,1.0,1,False,0,True,E,3.0,16,467.0,456000.0,43.64009242291112,-79.39118799396131
386214,11,1.0,1,False,0,False,S,0.0,5,333.0,483000.0,43.65378922570306,-79.37589023287956
641824,10,1.0,1,True,1,True,S,4.0,18,721.0,753000.0,43.64957329876569,-79.42044960308338
353143,10,1.0,1,False,1,False,N,14.0,12,263.0,426000.0,43.67875358115074,-79.385971270768
427386,13,1.0,1,False,1,False,W,24.0,16,494.0,465000.0,43.644036794189525,-79.37297959632426
659374,13,2.0,3,False,0,True,S,23.0,1,377.0,477000.0,43.63295739533274,-79.41294189027442
805982,11,1.0,1,True,1,False,S,30.0,48,1139.0,1037000.0,43.65589884929649,-79.37318049184995
929795,10,1.0,1,True,0,False,N,21.0,6,643.0,697000.0,43.69120709927122,-79.38514923931929
871793,10,3.0,2,False,2,True,S,3.0,12,1198.0,1062000.0,43.67415818218825,-79.3867585012407
962381,10,1.0,1,False,1,True,N,5.0,0,682.0,749000.0,43.680536371489495,-79.38324522637544
299880,10,2.0,2,True,1,False,S,10.0,4,475.0,743000.0,43.66117123356058,-79.41711172187136
514884,10,2.0,2,True,4,False,N,4.0,19,1450.0,1938000.0,43.6732163869667,-79.37594360640331
457730,13,1.0,1,True,0,True,N,10.0,21,418.0,584000.0,43.63795473991499,-79.4233102745148
708721,11,3.0,2,False,1,True,S,15.0,4,796.0,777000.0,43.658660987353045,-79.37077905937498
202893,13,1.0,1,False,0,True,S,1.0,5,321.0,431000.0,43.65256883359368,-79.39313702279615
600516,10,1.0,2,False,2,False,N,5.0,17,885.0,1337000.0,43.67785706424733,-79.39767827648969
269631,13,2.0,2,True,1,True,N,9.0,3,694.0,732000.0,43.65010922067928,-79.39951272578465
824397,13,2.0,2,False,4,True,E,5.0,24,993.0,1326000.0,43.65031531919182,-79.40953000985766
625181,11,1.0,2,False,0,False,S,12.0,8,371.0,513000.0,43.656243497804674,-79.37984641798688
241639,11,1.0,1,False,1,False,E,1.0,1,881.0,1258000.0,43.65107027376111,-79.3804574833817
776750,13,1.0,1,False,1,True,W,14.0,7,668.0,823000.0,43.63308576393466,-79.42656567762106
252189,13,3.0,3,False,3,True,S,4.0,49,1450.0,2038000.0,43.642332576375125,-79.41654403105787
215743,10,2.0,3,False,2,True,E,4.0,7,1136.0,1675000.0,43.670669888062825,-79.39534409125201
911357,13,1.0,1,False,0,True,W,10.0,32,334.0,414000.0,43.63416357843407,-79.40990848343117
833102,10,2.0,2,False,1,True,E,22.0,9,683.0,739000.0,43.6719039322769,-79.41095701069933
490745,10,2.0,2,False,3,False,N,0.0,4,1141.0,1496000.0,43.68081235675211,-79.38734645464801
782272,11,1.0,1,False,1,False,N,14.0,11,733.0,820000.0,43.65618095098028,-79.35847268996008
960729,11,2.0,2,False,1,True,S,4.0,14,842.0,864000.0,43.66202356265962,-79.3720677913723
147979,10,3.0,2,False,1,True,N,4.0,2,765.0,692000.0,43.67896543218764,-79.36876175325283
402457,13,2.0,2,False,1,False,S,4.0,3,526.0,735000.0,43.64884647672843,-79.42066070251299
665686,10,1.0,1,False,1,True,E,16.0,16,458.0,499000.0,43.65849478972235,-79.40562275267926
329405,13,1.0,1,True,0,True,N,44.0,2,387.0,510000.0,43.63341896382124,-79.41207863075776
677586,11,1.0,1,True,1,False,E,26.0,0,415.0,537000.0,43.66331440797021,-79.36536588707907
113285,10,3.0,2,False,3,False,S,11.0,21,1796.0,2268000.0,43.6570014293122,-79.42286903377098
151738,13,1.0,1,False,1,False,N,18.0,7,548.0,584000.0,43.63942224366343,-79.41509463290403
787163,11,1.0,1,False,1,False,E,13.0,1,410.0,594000.0,43.658491192768444,-79.35454009978584
576341,11,0.0,1,False,1,False,N,36.0,14,328.0,490000.0,43.64934253620599,-79.36951137294565
837508,11,1.0,1,False,0,True,N,4.0,4,628.0,553000.0,43.66057496382219,-79.37011560310327
889878,13,1.0,1,True,1,True,N,21.0,27,636.0,778000.0,43.64104541910113,-79.38288237000569
450482,11,1.0,1,True,3,True,N,10.0,5,1013.0,1521000.0,43.65635175786246,-79.3799531297151
678646,10,1.0,1,False,1,False,S,6.0,4,381.0,705000.0,43.65488017414847,-79.39457046507877
299428,13,2.0,2,True,1,False,S,18.0,16,584.0,661000.0,43.63984543198042,-79.39898966756434
632755,13,1.0,1,True,0,True,S,9.0,26,441.0,512000.0,43.62975616957286,-79.41766034815653
948997,10,1.0,1,False,1,False,N,17.0,3,476.0,741000.0,43.65849445234363,-79.40217216159985
412278,13,2.0,2,False,1,False,N,17.0,10,501.0,718000.0,43.64552717304562,-79.40023856517375
756106,10,1.0,1,True,1,False,E,3.0,1,780.0,780000.0,43.676889394800526,-79.37803346768314
241001,10,1.0,1,True,1,True,S,18.0,9,493.0,584000.0,43.66603205899431,-79.4119634955777
360469,13,1.0,1,True,0,True,S,17.0,5,295.0,451000.0,43.65008360471887,-79.3587661329086
382051,10,2.0,2,True,1,False,S,9.0,1,900.0,1037000.0,43.65334299112636,-79.42102352492378
866046,11,1.0,1,True,1,False,W,6.0,15,681.0,867000.0,43.669036425140696,-79.37466168620765
575645,10,1.0,2,False,0,True,E,7.0,23,433.0,513000.0,43.67052622291715,-79.41054722867034
825376,10,2.0,2,True,1,False,S,37.0,20,794.0,931000.0,43.66248081406689,-79.39646365250282
972587,13,1.0,1,False,1,False,W,48.0,6,764.0,792000.0,43.63682744900272,-79.39587173989534
832711,13,1.0,1,True,1,False,N,0.0,5,755.0,723000.0,43.64940346263569,-79.35809296762105
729867,13,1.0,1,False,0,True,S,4.0,8,364.0,518000.0,43.643257466072846,-79.41241479638013
572341,13,3.0,3,True,2,True,N,16.0,23,1467.0,1602000.0,43.63659514465081,-79.4184332645454
597309,10,2.0,2,False,1,False,S,19.0,23,705.0,930000.0,43.65774174977805,-79.3923859555613
348539,10,2.0,2,False,2,False,N,33.0,15,756.0,1228000.0,43.672120936469256,-79.42163049361383
147818,13,3.0,2,False,0,True,E,31.0,32,447.0,566000.0,43.65397616959526,-79.38625364797346
461557,11,1.0,1,True,1,False,S,26.0,2,529.0,639000.0,43.66779746150696,-79.36876444363277
521273,13,2.0,2,False,0,False,S,14.0,15,311.0,505000.0,43.648270908138734,-79.42143354696893
772577,10,1.0,1,False,1,True,W,6.0,3,494.0,655000.0,43.69298916777094,-79.37610906934194
708567,11,1.0,1,False,1,True,N,3.0,4,600.0,702000.0,43.654317313879616,-79.3590799153583
791952,13,1.0,1,True,1,True,N,14.0,2,415.0,525000.0,43.649199194570656,-79.41066015106169
905956,10,3.0,3,True,4,False,S,16.0,3,1952.0,1870000.0,43.66149948271036,-79.39105369984064
328846,13,1.0,1,False,1,True,W,0.0,6,444.0,614000.0,43.64072805507898,-79.40170623447986
972513,10,2.0,3,True,2,True,W,2.0,14,1144.0,1481000.0,43.657011503221405,-79.40695182286115
731471,10,0.0,1,False,0,True,S,19.0,7,437.0,524000.0,43.65053657788651,-79.41693013929789
441460,10,1.0,1,False,0,False,N,15.0,3,314.0,435000.0,43.653711892230376,-79.40612964774064
141326,10,2.0,3,False,1,False,S,6.0,3,336.0,570000.0,43.66738314168097,-79.41179259165591
272266,10,2.0,2,True,4,True,W,18.0,1,1221.0,1855000.0,43.65749094037733,-79.39681755175182
935275,10,1.0,1,False,2,False,S,29.0,8,643.0,1033000.0,43.66747360242,-79.41486867494744
334542,11,1.0,2,True,1,True,W,14.0,6,704.0,755000.0,43.64684653055267,-79.37601900361
978119,13,2.0,2,True,1,True,N,1.0,11,490.0,766000.0,43.64670262211701,-79.36526809542771
778373,10,2.0,2,False,1,True,N,18.0,13,960.0,1089000.0,43.68457446044096,-79.37769012067736
959053,13,1.0,1,True,1,True,E,1.0,3,576.0,642000.0,43.645819709930834,-79.37195883363312
629204,13,2.0,3,False,5,False,N,19.0,25,1771.0,2530000.0,43.64668451224725,-79.39034164349631
